time_s,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg
0.0,1.2079038619995117,2.2970130443573,-0.1912079155445099,1.277114748954773,0.38711732625961304,-0.47786080837249756
0.0,1.2096314430236816,2.3011906147003174,-0.1913255900144577,1.2761001586914062,0.3929979205131531,-0.48054763674736023
0.10115671157836914,1.2108476161956787,2.309662103652954,-0.19274280965328217,1.2592077255249023,0.39824938774108887,-0.47881272435188293
0.19962334632873535,1.2089200019836426,2.321457624435425,-0.19742968678474426,1.223907232284546,0.4141528606414795,-0.5233743786811829
0.3013951778411865,1.2180794477462769,2.333712100982666,-0.20695723593235016,1.1753487586975098,0.4058963656425476,-0.5059452056884766
0.4000885486602783,1.2213871479034424,2.3547816276550293,-0.21844927966594696,1.132080316543579,0.39439812302589417,-0.5017570853233337
0.5008409023284912,1.2299033403396606,2.3684654235839844,-0.23062445223331451,1.1075290441513062,0.3779817223548889,-0.5021799206733704
0.6001214981079102,1.2292063236236572,2.382995843887329,-0.23522262275218964,1.085991621017456,0.38203009963035583,-0.49726057052612305
0.699821949005127,1.230212688446045,2.3836681842803955,-0.23694881796836853,1.095123529434204,0.3990232050418854,-0.5009846091270447
0.8000431060791016,1.2352622747421265,2.3851523399353027,-0.24057582020759583,1.1072373390197754,0.37772130966186523,-0.5012458562850952
0.9000329971313477,1.2334284782409668,2.382793664932251,-0.23950093984603882,1.1117912530899048,0.38674384355545044,-0.5025449991226196
1.0024185180664062,1.2366979122161865,2.381643772125244,-0.24202512204647064,1.1164777278900146,0.38167521357536316,-0.49423709511756897
1.099900722503662,1.2433823347091675,2.3821423053741455,-0.24490465223789215,1.1183805465698242,0.39009881019592285,-0.4989154040813446
1.2006399631500244,1.2425543069839478,2.3785510063171387,-0.24417182803153992,1.140320897102356,0.39873602986335754,-0.4969663918018341
1.3001289367675781,1.2314482927322388,2.3650388717651367,-0.23543518781661987,1.1773236989974976,0.4278685748577118,-0.48864951729774475
1.400134801864624,1.2218796014785767,2.357811450958252,-0.22783440351486206,1.201427698135376,0.4490838944911957,-0.49390900135040283
1.5009217262268066,1.2145113945007324,2.351367950439453,-0.22288967669010162,1.2210822105407715,0.467429518699646,-0.49137476086616516
1.6001951694488525,1.2148003578186035,2.3606393337249756,-0.22425495088100433,1.2070404291152954,0.4744078516960144,-0.4843042492866516
1.7004730701446533,1.2093311548233032,2.3618111610412598,-0.22316303849220276,1.2074496746063232,0.4815445840358734,-0.48358291387557983
1.8012962341308594,1.2061022520065308,2.354668140411377,-0.2204360067844391,1.2141879796981812,0.4911208748817444,-0.4803645610809326
1.9008488655090332,1.2073739767074585,2.3517203330993652,-0.21977178752422333,1.2151662111282349,0.4892629086971283,-0.48343825340270996
2.0001232624053955,1.2057318687438965,2.3505630493164062,-0.21570198237895966,1.6862128973007202,0.5033629536628723,-0.5870919823646545
2.100055694580078,1.2171961069107056,2.3424534797668457,-0.21032847464084625,1.1606240272521973,0.11158300936222076,-0.8644866943359375
2.2021374702453613,1.1907051801681519,2.204606294631958,-0.13542743027210236,0.06022907793521881,0.27415844798088074,-0.9755077362060547
2.301179885864258,1.1735224723815918,2.126479148864746,-0.06668569147586823,-2.6042253971099854,-0.87625652551651,-1.1845115423202515
2.400771141052246,1.051012635231018,2.0558576583862305,-0.006136967800557613,-3.663836717605591,-0.5371103286743164,-1.4752452373504639
2.500898599624634,0.9856542348861694,2.0285913944244385,0.0507931187748909,-4.196094512939453,-2.315070152282715,-1.656156063079834
2.601585626602173,0.9447771906852722,1.9952585697174072,0.08830378204584122,-3.7656404972076416,-3.3158204555511475,-1.678773045539856
2.7014970779418945,0.9309771656990051,1.969399094581604,0.12673181295394897,-2.863281488418579,-3.803131580352783,-1.6514177322387695
2.8016092777252197,0.923072338104248,1.9922159910202026,0.16171006858348846,-1.8213255405426025,-2.6559882164001465,-1.480768084526062
2.9001991748809814,0.9361899495124817,2.0141310691833496,0.20627014338970184,-0.5640965104103088,-1.3602268695831299,-1.0426039695739746
3.0006957054138184,0.968809962272644,2.0531394481658936,0.24621252715587616,0.2675565183162689,0.19747675955295563,-0.4009242355823517
3.1012392044067383,0.9886695742607117,2.099970579147339,0.29123204946517944,0.965314507484436,0.7072861790657043,0.5294498205184937
3.2015020847320557,1.0086859464645386,2.159700870513916,0.3259037435054779,1.7744803428649902,1.0916866064071655,1.5798308849334717
3.301778793334961,1.0244032144546509,2.207324266433716,0.35798710584640503,2.1345691680908203,1.4838007688522339,2.6627705097198486
3.401209592819214,1.057036280632019,2.207819700241089,0.4011031687259674,1.8940521478652954,1.2455203533172607,3.668492317199707
3.501070976257324,1.0833733081817627,2.230497360229492,0.41442862153053284,0.7892450094223022,1.3391900062561035,4.2522969245910645
3.6013906002044678,1.1180346012115479,2.2465505599975586,0.4311355948448181,0.751830518245697,1.523543357849121,4.158691883087158
3.701673984527588,1.188212513923645,2.275726556777954,0.41953328251838684,1.0391274690628052,1.8393335342407227,3.2903480529785156
3.800903081893921,1.2297677993774414,2.294637680053711,0.42794787883758545,1.2259509563446045,2.5751030445098877,2.3817403316497803
3.900959014892578,1.2240835428237915,2.314241409301758,0.4473360776901245,1.3525675535202026,2.156491994857788,1.6954771280288696
4.002425909042358,1.1850237846374512,2.3861827850341797,0.478365033864975,1.5102695226669312,1.325048565864563,1.3757821321487427
4.101591348648071,1.1560276746749878,2.4594740867614746,0.5149165987968445,2.398587942123413,-0.06814630329608917,1.4468287229537964
4.202200174331665,1.1480786800384521,2.5054683685302734,0.5353768467903137,3.0284478664398193,-0.8955281376838684,1.4885246753692627
4.30281400680542,1.1627618074417114,2.5493245124816895,0.5313822627067566,3.0571084022521973,-1.1157313585281372,1.954781413078308
4.405255556106567,1.1725025177001953,2.5783605575561523,0.5278459191322327,2.4791934490203857,-0.8802717328071594,2.726957082748413
4.501444578170776,1.1773390769958496,2.6108760833740234,0.5377128720283508,1.8505184650421143,-0.3526797294616699,3.369812250137329
4.601513385772705,1.1588548421859741,2.595198154449463,0.565729558467865,1.6060558557510376,-0.13015228509902954,3.8088860511779785
4.701980829238892,1.1691532135009766,2.6187963485717773,0.6236094832420349,1.2117912769317627,0.09434685111045837,3.7870941162109375
4.802051782608032,1.1651450395584106,2.615784168243408,0.6420326828956604,0.7062187790870667,0.2394971251487732,3.324197769165039
4.9018874168396,1.1710108518600464,2.594811201095581,0.641868531703949,0.6211261749267578,0.1772005409002304,2.1629865169525146
5.001498222351074,1.155231237411499,2.5907461643218994,0.6679841876029968,0.13652540743350983,0.0035653305239975452,0.7208919525146484
5.102541923522949,1.139381766319275,2.621715545654297,0.6914471983909607,0.016464220359921455,-0.26637211441993713,-0.9921162724494934
5.202399492263794,1.1241693496704102,2.6180224418640137,0.7042998671531677,0.0857245996594429,-0.6672675013542175,-2.692268133163452
5.303182363510132,1.106903314590454,2.6629369258880615,0.7266533970832825,0.39534473419189453,-0.7916612029075623,-4.279624938964844
5.4056174755096436,1.1035219430923462,2.681898832321167,0.7455618381500244,1.321156620979309,-0.5391049385070801,-5.6204657554626465
5.501617670059204,1.1055790185928345,2.6627895832061768,0.749154806137085,1.5760406255722046,-0.42476579546928406,-6.401417255401611
5.601412773132324,1.1552510261535645,2.605574607849121,0.6983692646026611,1.2503275871276855,0.017048999667167664,-6.84913969039917
5.702672958374023,1.1841977834701538,2.586055278778076,0.6893934011459351,-0.022284114733338356,0.7273104786872864,-7.107362747192383
5.80247688293457,1.2075663805007935,2.551173210144043,0.6696059107780457,-1.202792763710022,1.6129850149154663,-7.251273155212402
5.902229070663452,1.239853858947754,2.5220048427581787,0.656147301197052,-1.8907064199447632,1.5592918395996094,-7.479522228240967
6.001269102096558,1.2471437454223633,2.516645908355713,0.6706659197807312,-1.5493583679199219,1.8063409328460693,-7.893556118011475
6.102851629257202,1.268002986907959,2.491452217102051,0.6939961314201355,-0.5927954912185669,1.8813116550445557,-8.503559112548828
6.2023093700408936,1.2582627534866333,2.4743056297302246,0.7516686320304871,-0.5476074814796448,1.9112473726272583,-8.579065322875977
