time_s,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg
0.0,3.1264498233795166,1.6476291418075562,0.06192728504538536,1.4601713418960571,-0.038818806409835815,0.009772727265954018
0.10054183006286621,3.128303050994873,1.648510456085205,0.05832112580537796,1.4362497329711914,-0.058423422276973724,0.014835061505436897
0.200347900390625,3.1114227771759033,1.6411356925964355,0.06623914837837219,1.430736780166626,0.0006018172716721892,0.0011501790722832084
0.29930830001831055,3.1097633838653564,1.6379108428955078,0.06710528582334518,1.4083970785140991,-0.003430078737437725,0.003518865443766117
0.4011564254760742,3.1087207794189453,1.6429568529129028,0.06491669267416,1.3747655153274536,-0.012388003058731556,0.0028472894337028265
0.4990224838256836,3.100430965423584,1.6418033838272095,0.07288146018981934,1.3595539331436157,0.0038886209949851036,-0.0021065818145871162
0.5995163917541504,3.1035187244415283,1.641238808631897,0.07450353354215622,1.350559949874878,-0.02471441961824894,0.007522360887378454
0.6996307373046875,3.0881011486053467,1.631028175354004,0.06793799251317978,1.3620108366012573,0.009806448593735695,0.0005597840645350516
0.7993769645690918,3.083594799041748,1.6278373003005981,0.07802390307188034,1.341874122619629,0.017489030957221985,-0.0028460074681788683
0.9002807140350342,3.0837550163269043,1.6273373365402222,0.07917840033769608,1.324672818183899,-0.007844594307243824,0.005880081560462713
1.0009853839874268,3.0786404609680176,1.6258186101913452,0.08730543404817581,1.3090687990188599,-0.00972468126565218,0.007978816516697407
1.1000258922576904,3.0722694396972656,1.6210881471633911,0.0901503786444664,1.2997596263885498,0.0008750343695282936,0.006254956591874361
1.199352741241455,3.0791585445404053,1.6215405464172363,0.0932418629527092,1.2886543273925781,-0.035581521689891815,0.011784560978412628
1.299931287765503,3.0736777782440186,1.6319068670272827,0.08803413808345795,1.2533440589904785,-0.036508068442344666,0.008777168579399586
1.4002611637115479,3.0887014865875244,1.6386680603027344,0.08799030631780624,1.231269121170044,-0.09212985634803772,0.017550090327858925
1.4990179538726807,3.0811123847961426,1.6393661499023438,0.08897958695888519,1.2214034795761108,-0.07555320113897324,0.014808636158704758
1.6006815433502197,3.085568904876709,1.6373424530029297,0.09564187377691269,1.208909034729004,-0.08294720947742462,0.016951654106378555
1.6998140811920166,3.0808322429656982,1.6358280181884766,0.09380965679883957,1.1976048946380615,-0.06479484587907791,0.01854405179619789
1.7998430728912354,3.095944881439209,1.6460379362106323,0.08834655582904816,1.166238784790039,-0.12115409225225449,0.021939324215054512
1.8999943733215332,3.0937774181365967,1.640624761581421,0.09355223178863525,1.1774803400039673,-0.11124271154403687,0.01947880908846855
1.9996047019958496,3.0912303924560547,1.646734595298767,0.09398886561393738,1.1473057270050049,-0.10512371361255646,0.01965661346912384
2.100961446762085,3.088690996170044,1.6397926807403564,0.09167171269655228,1.1796915531158447,-0.1015857681632042,0.017614565789699554
2.200953483581543,3.099156618118286,1.6282514333724976,0.08548537641763687,1.2059557437896729,-0.1411682665348053,0.016576668247580528
2.301035165786743,3.096389055252075,1.623945951461792,0.09025207161903381,1.2104073762893677,-0.14186231791973114,0.014847101643681526
2.4016950130462646,3.088573455810547,1.6225779056549072,0.08995029330253601,1.2059180736541748,-0.11427107453346252,0.010997025296092033
2.50161075592041,3.0962822437286377,1.636444330215454,0.08229786902666092,1.154703140258789,-0.13084085285663605,0.017337225377559662
2.602595806121826,3.0909688472747803,1.6473147869110107,0.07874022424221039,1.1283811330795288,-0.11264519393444061,0.018299192190170288
2.70011043548584,3.0869216918945312,1.6479698419570923,0.08257943391799927,1.1336302757263184,-0.10088837891817093,0.015424107201397419
2.800201416015625,3.083991050720215,1.641512393951416,0.0891985297203064,1.1442898511886597,-0.09266313910484314,0.010999497957527637
2.900597333908081,3.09277606010437,1.6529669761657715,0.07920514047145844,1.1247763633728027,-0.12357867509126663,0.009305319748818874
2.9997196197509766,3.092893123626709,1.6577399969100952,0.08704330772161484,1.1171135902404785,-0.12269073724746704,0.006481473334133625
3.099471092224121,3.0981369018554688,1.6642029285430908,0.08291831612586975,1.1095898151397705,-0.1365216076374054,0.008393952623009682
3.201151132583618,3.1052286624908447,1.674845576286316,0.07943183183670044,1.0750633478164673,-0.14755788445472717,0.00837769079953432
3.301314353942871,3.1075379848480225,1.6846011877059937,0.07031518965959549,1.0646448135375977,-0.13611282408237457,0.008760876953601837
3.4006845951080322,3.1192331314086914,1.6935954093933105,0.06552273780107498,1.0632121562957764,-0.17274367809295654,0.010423583909869194
3.501537799835205,3.1176822185516357,1.6907143592834473,0.06315379589796066,1.1044288873672485,-0.15923179686069489,0.001215436845086515
3.6007301807403564,3.115391731262207,1.6866296529769897,0.06605716049671173,1.131312608718872,-0.14278294146060944,-0.006383228115737438
